;PC Software:StarLab Version 3.72 Build 3
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:20/01/2023 at 09:54:00
;File Version:5
;Time Resolution:1 microseconds
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Pyroelectric PE9-ES-C (s/n:835971)  VG2.54 (s/n:547613)
;Channel B:Vega Pyroelectric PE9 (s/n:574745)  VG2.54 (s/n:833869)

;Channel A:Details
;Name:PE9-ES-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:20.0uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:1.0us
;Settings:Threshold:Min

;Channel B:Details
;Name:PE9
;Graph Color:RGB(245,86,16)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:196
;Settings:Range:200uJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:30uS
;Settings:Threshold:N/A

;Channel A:Statistics
;Min:7.410uJ             
;Max:12.11uJ             
;Average:10.08uJ             
;Std.Dev.:755.4nJ             
;Overrange:0                   
;Total Pulses:4050                

;Channel B:Statistics
;Min:45.60uJ             
;Max:66.70uJ             
;Average:57.43uJ             
;Std.Dev.:3.683uJ             
;Overrange:0                   
;Total Pulses:4050                
;--------------------


;First Pulse Arrived : 20/01/2023 at 09:54:03
  Timestamp   	  Channel A  	  Channel B  	
         9.859	  8.420e-06 	             	
         9.862	             	  4.920e-05 	
         9.881	  9.280e-06 	  5.190e-05 	
         9.900	  1.025e-05 	  5.490e-05 	
         9.919	  8.290e-06 	  4.970e-05 	
         9.940	  9.490e-06 	  5.200e-05 	
         9.960	  8.290e-06 	  4.920e-05 	
        11.201	  1.062e-05 	             	
        11.203	             	  5.650e-05 	
        11.221	  9.500e-06 	  5.460e-05 	
        11.240	  9.750e-06 	  5.510e-05 	
        11.261	  1.004e-05 	  5.720e-05 	
        11.281	  1.061e-05 	  5.950e-05 	
        11.300	  9.760e-06 	  5.640e-05 	
        11.320	  9.820e-06 	  5.610e-05 	
        11.339	  1.099e-05 	  6.060e-05 	
        11.360	  1.012e-05 	             	
        11.362	             	  5.880e-05 	
        11.380	  9.540e-06 	  5.530e-05 	
        11.400	  1.064e-05 	  5.920e-05 	
        11.421	  1.020e-05 	  5.900e-05 	
        11.439	  1.101e-05 	  6.130e-05 	
        11.461	  1.034e-05 	  5.920e-05 	
        11.481	  1.066e-05 	  6.030e-05 	
        11.500	  1.070e-05 	  6.040e-05 	
        11.519	  1.066e-05 	  6.110e-05 	
        11.539	  1.087e-05 	  6.110e-05 	
        11.561	  1.007e-05 	  5.910e-05 	
        11.581	  1.052e-05 	  5.940e-05 	
        11.600	  1.068e-05 	  6.050e-05 	
        11.620	  1.032e-05 	  5.860e-05 	
        11.641	  1.042e-05 	  5.990e-05 	
        11.661	  1.054e-05 	  6.000e-05 	
        11.679	  1.014e-05 	             	
        11.681	             	  5.930e-05 	
        11.699	  1.075e-05 	  6.190e-05 	
        11.720	  1.031e-05 	  6.020e-05 	
        11.741	  1.049e-05 	  5.930e-05 	
        11.760	  1.038e-05 	  5.980e-05 	
        11.779	  1.005e-05 	  5.820e-05 	
        11.800	  1.118e-05 	  6.220e-05 	
        11.820	  1.052e-05 	  5.980e-05 	
        11.840	  9.920e-06 	  5.890e-05 	
        11.861	  1.027e-05 	             	
        11.863	             	  5.990e-05 	
        11.881	             	  5.970e-05 	
        11.882	  1.028e-05 	             	
        11.899	  1.000e-05 	  5.870e-05 	
        11.920	  1.104e-05 	  6.240e-05 	
        11.940	  9.420e-06 	  5.530e-05 	
        11.961	  9.990e-06 	  5.710e-05 	
        11.980	  1.047e-05 	  5.920e-05 	
        12.000	  1.047e-05 	  5.900e-05 	
        12.020	  1.076e-05 	  5.990e-05 	
        12.040	  1.089e-05 	  6.100e-05 	
        12.060	  1.003e-05 	  5.820e-05 	
        12.080	  1.005e-05 	  5.860e-05 	
        12.100	  1.070e-05 	  5.990e-05 	
        12.119	  1.103e-05 	  6.200e-05 	
        12.140	  1.103e-05 	  6.330e-05 	
        12.160	  1.006e-05 	  5.980e-05 	
        12.180	  1.011e-05 	  5.900e-05 	
        13.463	  9.540e-06 	  5.520e-05 	
        13.479	  1.060e-05 	  5.790e-05 	
        13.499	  1.014e-05 	  5.780e-05 	
        13.520	  1.025e-05 	  5.710e-05 	
        13.540	  1.056e-05 	  6.050e-05 	
        13.561	  1.062e-05 	  5.990e-05 	
        13.579	  1.034e-05 	  5.860e-05 	
        13.600	  1.012e-05 	  5.820e-05 	
        13.621	  1.032e-05 	  5.840e-05 	
        13.640	  1.110e-05 	  6.180e-05 	
        13.661	  9.850e-06 	  5.870e-05 	
        13.680	  1.082e-05 	  6.080e-05 	
        13.699	  1.053e-05 	  6.080e-05 	
        13.719	  1.099e-05 	  6.050e-05 	
        13.741	  1.078e-05 	  6.050e-05 	
        13.761	  1.046e-05 	  6.010e-05 	
        13.779	  1.023e-05 	  5.930e-05 	
        13.800	  1.080e-05 	  6.010e-05 	
        13.820	  1.026e-05 	  5.990e-05 	
        13.841	  9.840e-06 	  5.840e-05 	
